file_name,sum_statements,sum_missing,mean_statements,mean_missing
difference_polling.GPT4.VF.DuplicateAssertion.csv,0,0,0.0,0.0
difference_spotipy.GPT4.VF.DuplicateAssertion.csv,34,10,4.857142857142857,1.4285714285714286
difference_grimoirelab.GPT4.VF.DuplicateAssertion.csv,0,0,0.0,0.0
difference_cloud-init.GPT4.VF.DuplicateAssertion.csv,-168,34918,-0.7241379310344828,150.50862068965517
difference_stig.GPT4.VF.DuplicateAssertion.csv,0,0,0.0,0.0
difference_robotframework.GPT4.VF.DuplicateAssertion.csv,0,0,0.0,0.0
difference_RxPY.GPT4.VF.DuplicateAssertion.csv,-60,30,-0.29850746268656714,0.14925373134328357
difference_pybuilder.GPT4.VF.DuplicateAssertion.csv,0,0,0.0,0.0
difference_softlayer.GPT4.VF.DuplicateAssertion.csv,0,8716,0.0,114.6842105263158
difference_aws-cli.GPT4.VF.DuplicateAssertion.csv,0,17682,0.0,82.62616822429906
